mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	lyrics_1	dynamics	articulation	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	crescendo_hairpin	decrescendo_hairpin	diminuendo_line	crescendo_line
33	33	131/2	131/2	0.5	3/8	3/8	Chord	2/4	3	1	1/8		1/8	1	499											4		
34	34	66	66	0.0	0	0	Dynamic	2/4	1	1	0						p											
34	34	66	66	0.0	0	0	Dynamic	2/4	1	1	0						mp											
34	34	66	66	0.75	0	0	Chord	2/4	1	1	3/16		1/8	3/2	500	Krä-												
34	34	267/4	267/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	501	-he,												
34	34	67	67	0.75	1/4	1/4	Chord	2/4	1	1	3/16		1/8	3/2	502	laß												
34	34	271/4	271/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	503	mich												
34	34	66	66	0.0	0	0	Dynamic	2/4	2	1	0						p											
34	34	397/6	397/6	0.16666666666666666	1/24	1/24	Chord	2/4	2	1	1/24		1/16	2/3	504													
34	34	199/3	199/3	0.16666666666666666	1/12	1/12	Chord	2/4	2	1	1/24		1/16	2/3	505													
34	34	200/3	200/3	0.16666666666666666	1/6	1/6	Chord	2/4	2	1	1/24		1/16	2/3	506													
34	34	401/6	401/6	0.16666666666666666	5/24	5/24	Chord	2/4	2	1	1/24		1/16	2/3	507													
34	34	403/6	403/6	0.16666666666666666	7/24	7/24	Chord	2/4	2	1	1/24		1/16	2/3	508													
34	34	202/3	202/3	0.16666666666666666	1/3	1/3	Chord	2/4	2	1	1/24		1/16	2/3	509													
34	34	203/3	203/3	0.16666666666666666	5/12	5/12	Chord	2/4	2	1	1/24		1/16	2/3	510													
34	34	407/6	407/6	0.16666666666666666	11/24	11/24	Chord	2/4	2	1	1/24		1/16	2/3	511													
34	34	66	66	0.0	0	0	Spanner	2/4	3	1	0																	
34	34	66	66	0.5	0	0	Chord	2/4	3	1	1/8		1/8	1	512									43				
34	34	133/2	133/2	0.5	1/8	1/8	Chord	2/4	3	1	1/8		1/8	1	513									43				
34	34	67	67	0.5	1/4	1/4	Chord	2/4	3	1	1/8		1/8	1	514									43				
34	34	135/2	135/2	0.5	3/8	3/8	Chord	2/4	3	1	1/8		1/8	1	515													
35	35	68	68	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	516	end-												
35	35	137/2	137/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	517	-lich												
35	35	69	69	1.0	1/4	1/4	Chord	2/4	1	1	1/4		1/4	1	518	seh'n												
35	35	409/6	409/6	0.16666666666666666	1/24	1/24	Chord	2/4	2	1	1/24		1/16	2/3	519													
35	35	205/3	205/3	0.16666666666666666	1/12	1/12	Chord	2/4	2	1	1/24		1/16	2/3	520													
35	35	206/3	206/3	0.16666666666666666	1/6	1/6	Chord	2/4	2	1	1/24		1/16	2/3	521													
35	35	413/6	413/6	0.16666666666666666	5/24	5/24	Chord	2/4	2	1	1/24		1/16	2/3	522													
35	35	415/6	415/6	0.16666666666666666	7/24	7/24	Chord	2/4	2	1	1/24		1/16	2/3	523													
35	35	208/3	208/3	0.16666666666666666	1/3	1/3	Chord	2/4	2	1	1/24		1/16	2/3	524													
35	35	209/3	209/3	0.16666666666666666	5/12	5/12	Chord	2/4	2	1	1/24		1/16	2/3	525													
35	35	419/6	419/6	0.16666666666666666	11/24	11/24	Chord	2/4	2	1	1/24		1/16	2/3	526													
35	35	68	68	0.5	0	0	Chord	2/4	3	1	1/8		1/8	1	527									44				
35	35	137/2	137/2	0.5	1/8	1/8	Chord	2/4	3	1	1/8		1/8	1	528									44				
35	35	69	69	0.5	1/4	1/4	Chord	2/4	3	1	1/8		1/8	1	529									44				
35	35	139/2	139/2	0.5	3/8	3/8	Chord	2/4	3	1	1/8		1/8	1	530													
36	36	70	70	0.75	0	0	Chord	2/4	1	1	3/16		1/8	3/2	531	Treu-												
36	36	283/4	283/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	532	-e												
36	36	71	71	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	533	bis												
36	36	143/2	143/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	534	zum												
36	36	421/6	421/6	0.16666666666666666	1/24	1/24	Chord	2/4	2	1	1/24		1/16	2/3	535													
36	36	211/3	211/3	0.16666666666666666	1/12	1/12	Chord	2/4	2	1	1/24		1/16	2/3	536													
36	36	212/3	212/3	0.16666666666666666	1/6	1/6	Chord	2/4	2	1	1/24		1/16	2/3	537													
36	36	425/6	425/6	0.0	5/24	5/24	Spanner	2/4	2	1	0														4			
36	36	425/6	425/6	0.16666666666666666	5/24	5/24	Chord	2/4	2	1	1/24		1/16	2/3	538										4			
36	36	71	71	0.0	1/4	1/4	Spanner	2/4	2	1	0																	
36	36	71	71	0.0	1/4	1/4	Spanner	2/4	2	1	0															5		
36	36	427/6	427/6	0.0	7/24	7/24	Spanner	2/4	2	1	0																	
36	36	427/6	427/6	0.16666666666666666	7/24	7/24	Chord	2/4	2	1	1/24		1/16	2/3	539													
36	36	214/3	214/3	0.16666666666666666	1/3	1/3	Chord	2/4	2	1	1/24		1/16	2/3	540													
36	36	215/3	215/3	0.16666666666666666	5/12	5/12	Chord	2/4	2	1	1/24		1/16	2/3	541													
36	36	431/6	431/6	0.16666666666666666	11/24	11/24	Chord	2/4	2	1	1/24		1/16	2/3	542													
36	36	70	70	0.5	0	0	Chord	2/4	3	1	1/8		1/8	1	543													
36	36	141/2	141/2	0.5	1/8	1/8	Chord	2/4	3	1	1/8		1/8	1	544													
36	36	71	71	0.5	1/4	1/4	Chord	2/4	3	1	1/8		1/8	1	545													
36	36	143/2	143/2	0.5	3/8	3/8	Chord	2/4	3	1	1/8		1/8	1	546													
37	37	72	72	2.0	0	0	Chord	2/4	1	1	1/2		1/2	1	547	Gra-												
37	37	433/6	433/6	0.16666666666666666	1/24	1/24	Chord	2/4	2	1	1/24		1/16	2/3	548													
37	37	217/3	217/3	0.16666666666666666	1/12	1/12	Chord	2/4	2	1	1/24		1/16	2/3	549													
37	37	218/3	218/3	0.16666666666666666	1/6	1/6	Chord	2/4	2	1	1/24		1/16	2/3	550													
37	37	437/6	437/6	0.16666666666666666	5/24	5/24	Chord	2/4	2	1	1/24		1/16	2/3	551													
37	37	439/6	439/6	0.16666666666666666	7/24	7/24	Chord	2/4	2	1	1/24		1/16	2/3	552													
37	37	220/3	220/3	0.16666666666666666	1/3	1/3	Chord	2/4	2	1	1/24		1/16	2/3	553													
37	37	221/3	221/3	0.16666666666666666	5/12	5/12	Chord	2/4	2	1	1/24		1/16	2/3	554													
37	37	443/6	443/6	0.16666666666666666	11/24	11/24	Chord	2/4	2	1	1/24		1/16	2/3	555													
37	37	72	72	0.5	0	0	Chord	2/4	3	1	1/8		1/8	1	556													
37	37	145/2	145/2	0.5	1/8	1/8	Chord	2/4	3	1	1/8		1/8	1	557													
37	37	73	73	0.5	1/4	1/4	Chord	2/4	3	1	1/8		1/8	1	558													
37	37	147/2	147/2	0.5	3/8	3/8	Chord	2/4	3	1	1/8		1/8	1	559													
38	38	74	74	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	560	-be!												
38	38	74	74	0.0	0	0	Dynamic	2/4	2	1	0						p											
38	38	74	74	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	561									45				
38	38	149/2	149/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	562									45				
38	38	75	75	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	563									45				
38	38	151/2	151/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	564									45				
38	38	74	74	0.16666666666666666	0	0	Chord	2/4	3	1	1/24		1/16	2/3	565									46				
38	38	445/6	445/6	0.16666666666666666	1/24	1/24	Chord	2/4	3	1	1/24		1/16	2/3	566									46				
38	38	223/3	223/3	0.16666666666666666	1/12	1/12	Chord	2/4	3	1	1/24		1/16	2/3	567									46				
38	38	149/2	149/2	0.16666666666666666	1/8	1/8	Chord	2/4	3	1	1/24		1/16	2/3	568									46				
38	38	224/3	224/3	0.16666666666666666	1/6	1/6	Chord	2/4	3	1	1/24		1/16	2/3	569									46				
38	38	449/6	449/6	0.16666666666666666	5/24	5/24	Chord	2/4	3	1	1/24		1/16	2/3	570									46				
38	38	75	75	0.16666666666666666	1/4	1/4	Chord	2/4	3	1	1/24		1/16	2/3	571									46				
38	38	451/6	451/6	0.16666666666666666	7/24	7/24	Chord	2/4	3	1	1/24		1/16	2/3	572									46				
38	38	226/3	226/3	0.16666666666666666	1/3	1/3	Chord	2/4	3	1	1/24		1/16	2/3	573									46				
38	38	151/2	151/2	0.16666666666666666	3/8	3/8	Chord	2/4	3	1	1/24		1/16	2/3	574									46				
38	38	227/3	227/3	0.16666666666666666	5/12	5/12	Chord	2/4	3	1	1/24		1/16	2/3	575									46				
38	38	455/6	455/6	0.16666666666666666	11/24	11/24	Chord	2/4	3	1	1/24		1/16	2/3	576									46				
39	39	76	76	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	577									45				
39	39	153/2	153/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	578									45				
39	39	77	77	1.0	1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	579													
39	39	76	76	0.16666666666666666	0	0	Chord	2/4	3	1	1/24		1/16	2/3	580									46				
39	39	457/6	457/6	0.16666666666666666	1/24	1/24	Chord	2/4	3	1	1/24		1/16	2/3	581									46				
39	39	229/3	229/3	0.16666666666666666	1/12	1/12	Chord	2/4	3	1	1/24		1/16	2/3	582									46				
39	39	153/2	153/2	0.16666666666666666	1/8	1/8	Chord	2/4	3	1	1/24		1/16	2/3	583									46				
39	39	230/3	230/3	0.16666666666666666	1/6	1/6	Chord	2/4	3	1	1/24		1/16	2/3	584									46				
39	39	461/6	461/6	0.16666666666666666	5/24	5/24	Chord	2/4	3	1	1/24		1/16	2/3	585									46				
39	39	77	77	0.16666666666666666	1/4	1/4	Chord	2/4	3	1	1/24		1/16	2/3	586									46				
39	39	463/6	463/6	0.16666666666666666	7/24	7/24	Chord	2/4	3	1	1/24		1/16	2/3	587									46				
39	39	232/3	232/3	0.16666666666666666	1/3	1/3	Chord	2/4	3	1	1/24		1/16	2/3	588									46				
39	39	155/2	155/2	0.16666666666666666	3/8	3/8	Chord	2/4	3	1	1/24		1/16	2/3	589									46				
39	39	233/3	233/3	0.16666666666666666	5/12	5/12	Chord	2/4	3	1	1/24		1/16	2/3	590									46				
39	39	467/6	467/6	0.16666666666666666	11/24	11/24	Chord	2/4	3	1	1/24		1/16	2/3	591													
40	40	78	78	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	592									47				
40	40	157/2	157/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	593									47				
40	40	79	79	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	594									47				
40	40	159/2	159/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	595									47				
40	40	78	78	0.16666666666666666	0	0	Chord	2/4	3	1	1/24		1/16	2/3	596									48				
40	40	469/6	469/6	0.16666666666666666	1/24	1/24	Chord	2/4	3	1	1/24		1/16	2/3	597									48				
40	40	235/3	235/3	0.16666666666666666	1/12	1/12	Chord	2/4	3	1	1/24		1/16	2/3	598									48				
40	40	157/2	157/2	0.16666666666666666	1/8	1/8	Chord	2/4	3	1	1/24		1/16	2/3	599									48				
40	40	236/3	236/3	0.16666666666666666	1/6	1/6	Chord	2/4	3	1	1/24		1/16	2/3	600									48				
40	40	473/6	473/6	0.16666666666666666	5/24	5/24	Chord	2/4	3	1	1/24		1/16	2/3	601									48				
40	40	79	79	0.16666666666666666	1/4	1/4	Chord	2/4	3	1	1/24		1/16	2/3	602									48				
40	40	475/6	475/6	0.16666666666666666	7/24	7/24	Chord	2/4	3	1	1/24		1/16	2/3	603									48				
40	40	238/3	238/3	0.16666666666666666	1/3	1/3	Chord	2/4	3	1	1/24		1/16	2/3	604									48				
40	40	159/2	159/2	0.16666666666666666	3/8	3/8	Chord	2/4	3	1	1/24		1/16	2/3	605									48				
40	40	239/3	239/3	0.16666666666666666	5/12	5/12	Chord	2/4	3	1	1/24		1/16	2/3	606									48				
40	40	479/6	479/6	0.16666666666666666	11/24	11/24	Chord	2/4	3	1	1/24		1/16	2/3	607									48				
41	41	80	80	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	608									47				
41	41	161/2	161/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	609									47				
41	41	81	81	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	610									47				
41	41	163/2	163/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	611													
41	41	80	80	0.16666666666666666	0	0	Chord	2/4	3	1	1/24		1/16	2/3	612									48				
41	41	481/6	481/6	0.16666666666666666	1/24	1/24	Chord	2/4	3	1	1/24		1/16	2/3	613									48				
41	41	241/3	241/3	0.16666666666666666	1/12	1/12	Chord	2/4	3	1	1/24		1/16	2/3	614									48				
41	41	161/2	161/2	0.16666666666666666	1/8	1/8	Chord	2/4	3	1	1/24		1/16	2/3	615									48				
41	41	242/3	242/3	0.16666666666666666	1/6	1/6	Chord	2/4	3	1	1/24		1/16	2/3	616									48				
41	41	485/6	485/6	0.16666666666666666	5/24	5/24	Chord	2/4	3	1	1/24		1/16	2/3	617									48				
41	41	81	81	0.16666666666666666	1/4	1/4	Chord	2/4	3	1	1/24		1/16	2/3	618									48				
41	41	487/6	487/6	0.16666666666666666	7/24	7/24	Chord	2/4	3	1	1/24		1/16	2/3	619									48				
41	41	244/3	244/3	0.16666666666666666	1/3	1/3	Chord	2/4	3	1	1/24		1/16	2/3	620									48				
41	41	163/2	163/2	0.16666666666666666	3/8	3/8	Chord	2/4	3	1	1/24		1/16	2/3	621									48				
41	41	245/3	245/3	0.16666666666666666	5/12	5/12	Chord	2/4	3	1	1/24		1/16	2/3	622									48				
41	41	491/6	491/6	0.16666666666666666	11/24	11/24	Chord	2/4	3	1	1/24		1/16	2/3	623													
42	42	82	82	0.0	0	0	Spanner	2/4	2	1	0																0	
42	42	82	82	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	624			articStaccatoBelow						49			0	
42	42	165/2	165/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	625			articStaccatoBelow						49			0	
42	42	83	83	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	626			articStaccatoBelow						49			0	
42	42	167/2	167/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	627			articStaccatoBelow									0	
42	42	82	82	0.16666666666666666	0	0	Chord	2/4	3	1	1/24		1/16	2/3	628									50				
42	42	493/6	493/6	0.16666666666666666	1/24	1/24	Chord	2/4	3	1	1/24		1/16	2/3	629									50				
42	42	247/3	247/3	0.16666666666666666	1/12	1/12	Chord	2/4	3	1	1/24		1/16	2/3	630									50				
42	42	165/2	165/2	0.16666666666666666	1/8	1/8	Chord	2/4	3	1	1/24		1/16	2/3	631									50				
42	42	248/3	248/3	0.16666666666666666	1/6	1/6	Chord	2/4	3	1	1/24		1/16	2/3	632									50				
42	42	497/6	497/6	0.16666666666666666	5/24	5/24	Chord	2/4	3	1	1/24		1/16	2/3	633									50				
42	42	83	83	0.16666666666666666	1/4	1/4	Chord	2/4	3	1	1/24		1/16	2/3	634									50				
42	42	499/6	499/6	0.16666666666666666	7/24	7/24	Chord	2/4	3	1	1/24		1/16	2/3	635									50				
42	42	250/3	250/3	0.16666666666666666	1/3	1/3	Chord	2/4	3	1	1/24		1/16	2/3	636									50				
42	42	167/2	167/2	0.16666666666666666	3/8	3/8	Chord	2/4	3	1	1/24		1/16	2/3	637									50				
42	42	251/3	251/3	0.16666666666666666	5/12	5/12	Chord	2/4	3	1	1/24		1/16	2/3	638									50				
42	42	503/6	503/6	0.16666666666666666	11/24	11/24	Chord	2/4	3	1	1/24		1/16	2/3	639													
43	43	84	84	0.0	0	0	Spanner	2/4	2	1	0																	
43	43	84	84	2.0	0	0	Chord	2/4	2	1	1/2		1/2	1	640													
43	43	84	84	2.0	0	0	Chord	2/4	3	1	1/2		1/2	1	641													
