mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	lyrics_1	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	diminuendo_line	decrescendo_hairpin	crescendo_hairpin
24	23	135/2	135/2	0.25	1/4	1/4	Chord	6/8	3	1	1/16		1/16	1	264													
24	23	271/4	271/4	0.25	5/16	5/16	Chord	6/8	3	1	1/16		1/16	1	265													
24	23	68	68	0.25	3/8	3/8	Chord	6/8	3	1	1/16		1/16	1	266													
24	23	273/4	273/4	0.25	7/16	7/16	Chord	6/8	3	1	1/16		1/16	1	267													
24	23	137/2	137/2	0.25	1/2	1/2	Chord	6/8	3	1	1/16		1/16	1	268													
24	23	275/4	275/4	0.25	9/16	9/16	Chord	6/8	3	1	1/16		1/16	1	269													
24	23	69	69	0.25	5/8	5/8	Chord	6/8	3	1	1/16		1/16	1	270													
24	23	277/4	277/4	0.25	11/16	11/16	Chord	6/8	3	1	1/16		1/16	1	271													
25	24	139/2	139/2	0.0	0	0	Chord	6/8	1	1	0	appoggiatura	1/8	1	272													
25	24	139/2	139/2	1.0	0	0	Chord	6/8	1	1	1/4		1/4	1	273	fin-												
25	24	141/2	141/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	274	-ster												
25	24	72	72	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	275	es												
25	24	139/2	139/2	1.0	0	0	Chord	6/8	2	1	1/4		1/4	1	276													
25	24	141/2	141/2	0.0	1/4	1/4	Dynamic	6/8	2	1	0						fz											
25	24	141/2	141/2	0.0	1/4	1/4	Spanner	6/8	2	1	0																4	
25	24	141/2	141/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	277										33		4	
25	24	71	71	0.0	3/8	3/8	Spanner	6/8	2	1	0																	
25	24	71	71	1.0	3/8	3/8	Chord	6/8	2	1	1/4		1/4	1	278													
25	24	139/2	139/2	0.25	0	0	Chord	6/8	3	1	1/16		1/16	1	279													
25	24	279/4	279/4	0.25	1/16	1/16	Chord	6/8	3	1	1/16		1/16	1	280													
25	24	70	70	0.25	1/8	1/8	Chord	6/8	3	1	1/16		1/16	1	281													
25	24	281/4	281/4	0.25	3/16	3/16	Chord	6/8	3	1	1/16		1/16	1	282													
25	24	141/2	141/2	0.25	1/4	1/4	Chord	6/8	3	1	1/16		1/16	1	283													
25	24	283/4	283/4	0.25	5/16	5/16	Chord	6/8	3	1	1/16		1/16	1	284													
25	24	71	71	0.25	3/8	3/8	Chord	6/8	3	1	1/16		1/16	1	285													
25	24	285/4	285/4	0.25	7/16	7/16	Chord	6/8	3	1	1/16		1/16	1	286													
25	24	143/2	143/2	0.25	1/2	1/2	Chord	6/8	3	1	1/16		1/16	1	287													
25	24	287/4	287/4	0.25	9/16	9/16	Chord	6/8	3	1	1/16		1/16	1	288													
25	24	72	72	0.25	5/8	5/8	Chord	6/8	3	1	1/16		1/16	1	289													
25	24	289/4	289/4	0.25	11/16	11/16	Chord	6/8	3	1	1/16		1/16	1	290													
26	25	145/2	145/2	0.5	0	0	Chord	6/8	1	1	1/8		1/8	1	291	schrie-												
26	25	73	73	0.5	1/8	1/8	Chord	6/8	1	1	1/8		1/8	1	292	-en												
26	25	147/2	147/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	293	die												
26	25	74	74	0.75	3/8	3/8	Chord	6/8	1	1	3/16		1/8	3/2	294	ra-												
26	25	299/4	299/4	0.25	9/16	9/16	Chord	6/8	1	1	1/16		1/16	1	295	-ben												
26	25	75	75	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	296	vom												
26	25	145/2	145/2	3.0	0	0	Chord	6/8	2	1	3/4		1/2	3/2	297													
26	25	145/2	145/2	0.0	0	0	Dynamic	6/8	3	1	0						f											
26	25	145/2	145/2	0.25	0	0	Chord	6/8	3	1	1/16		1/16	1	298													
26	25	291/4	291/4	0.25	1/16	1/16	Chord	6/8	3	1	1/16		1/16	1	299													
26	25	73	73	0.25	1/8	1/8	Chord	6/8	3	1	1/16		1/16	1	300													
26	25	293/4	293/4	0.25	3/16	3/16	Chord	6/8	3	1	1/16		1/16	1	301													
26	25	147/2	147/2	0.25	1/4	1/4	Chord	6/8	3	1	1/16		1/16	1	302													
26	25	295/4	295/4	0.25	5/16	5/16	Chord	6/8	3	1	1/16		1/16	1	303													
26	25	74	74	0.25	3/8	3/8	Chord	6/8	3	1	1/16		1/16	1	304													
26	25	297/4	297/4	0.25	7/16	7/16	Chord	6/8	3	1	1/16		1/16	1	305													
26	25	149/2	149/2	0.25	1/2	1/2	Chord	6/8	3	1	1/16		1/16	1	306													
26	25	299/4	299/4	0.25	9/16	9/16	Chord	6/8	3	1	1/16		1/16	1	307													
26	25	75	75	0.25	5/8	5/8	Chord	6/8	3	1	1/16		1/16	1	308													
26	25	301/4	301/4	0.25	11/16	11/16	Chord	6/8	3	1	1/16		1/16	1	309													
27	26	151/2	151/2	1.0	0	0	Chord	6/8	1	1	1/4		1/4	1	310	Dach.												
27	26	151/2	151/2	0.25	0	0	Chord	6/8	2	1	1/16		1/16	1	311													
27	26	303/4	303/4	0.25	1/16	1/16	Chord	6/8	2	1	1/16		1/16	1	312													
27	26	76	76	0.25	1/8	1/8	Chord	6/8	2	1	1/16		1/16	1	313													
27	26	305/4	305/4	0.25	3/16	3/16	Chord	6/8	2	1	1/16		1/16	1	314													
27	26	153/2	153/2	0.25	1/4	1/4	Chord	6/8	2	1	1/16		1/16	1	315													
27	26	307/4	307/4	0.25	5/16	5/16	Chord	6/8	2	1	1/16		1/16	1	316													
27	26	77	77	0.5	3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	317													
27	26	151/2	151/2	0.0	0	0	Dynamic	6/8	3	1	0						ff											
27	26	151/2	151/2	0.5	0	0	Chord	6/8	3	1	1/8		1/8	1	318													
27	26	76	76	0.5	1/8	1/8	Chord	6/8	3	1	1/8		1/8	1	319													
27	26	153/2	153/2	0.5	1/4	1/4	Chord	6/8	3	1	1/8		1/8	1	320													
27	26	77	77	0.5	3/8	3/8	Chord	6/8	3	1	1/8		1/8	1	321													
28	27	157/2	157/2	0.0	0	0	Dynamic	2/4	2	1	0						pp											
28	27	315/4	315/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	322										34			
28	27	79	79	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	323													
28	27	319/4	319/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	324										35			
28	27	80	80	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	325													
28	27	157/2	157/2	0.0	0	0	StaffText	2/4	3	1	0								ligato									
28	27	157/2	157/2	1.0	0	0	Chord	2/4	3	1	1/4		1/4	1	326			articStaccatoAbove							36			
28	27	159/2	159/2	1.0	1/4	1/4	Chord	2/4	3	1	1/4		1/4	1	327			articStaccatoAbove							36			
29	28	82	82	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	328	Doch												
29	28	323/4	323/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	329										37			
29	28	81	81	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	330													
29	28	327/4	327/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	331										38			
29	28	82	82	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	332													
29	28	161/2	161/2	1.0	0	0	Chord	2/4	3	1	1/4		1/4	1	333			articStaccatoAbove							36			
29	28	163/2	163/2	1.0	1/4	1/4	Chord	2/4	3	1	1/4		1/4	1	334			articStaccatoAbove										
30	29	165/2	165/2	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	335	an												
30	29	83	83	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	336	den												
30	29	167/2	167/2	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	337	Fen-												
30	29	84	84	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	338	-ster-												
30	29	331/4	331/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	339										39			
30	29	83	83	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	340													
30	29	335/4	335/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	341										40			
30	29	84	84	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	342													
30	29	165/2	165/2	1.0	0	0	Chord	2/4	3	1	1/4		1/4	1	343			articStaccatoAbove							41			
30	29	167/2	167/2	1.0	1/4	1/4	Chord	2/4	3	1	1/4		1/4	1	344			articStaccatoAbove							41			
31	30	169/2	169/2	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	345	-schei-												
31	30	171/2	171/2	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	346	-ben,												
31	30	86	86	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	347	wer												
31	30	339/4	339/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	348										42			
31	30	85	85	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	349													
31	30	343/4	343/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	350										43			
31	30	345/4	345/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	351													
31	30	169/2	169/2	1.0	0	0	Chord	2/4	3	1	1/4		1/4	1	352			articStaccatoAbove							41			
31	30	171/2	171/2	0.5	1/4	1/4	Chord	2/4	3	1	1/8		1/8	1	353			articStaccatoAbove							41			
31	30	86	86	0.5	3/8	3/8	Chord	2/4	3	1	1/8		1/8	1	354			articStaccatoAbove										
32	31	173/2	173/2	0.0	0	0	Chord	2/4	1	1	0	grace16	1/16	1	355													
32	31	173/2	173/2	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	356	mal-												
32	31	87	87	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	357	-te												
32	31	349/4	349/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	358	die												
32	31	175/2	175/2	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	359	Blät-												
32	31	351/4	351/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	360													
32	31	88	88	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	361	-ter												
32	31	353/4	353/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	362													
32	31	347/4	347/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	363										44			
32	31	87	87	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	364													
32	31	351/4	351/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	365										45			
32	31	88	88	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	366													
32	31	173/2	173/2	1.0	0	0	Chord	2/4	3	1	1/4		1/4	1	367													
32	31	175/2	175/2	0.5	1/4	1/4	Chord	2/4	3	1	1/8		1/8	1	368										46			
32	31	88	88	0.5	3/8	3/8	Chord	2/4	3	1	1/8		1/8	1	369													
33	32	177/2	177/2	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	370	da?												
33	32	90	90	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	371	doch												
33	32	355/4	355/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	372										47			
33	32	89	89	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	373													
33	32	359/4	359/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	374										48			
33	32	90	90	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	375													
33	32	177/2	177/2	1.0	0	0	Chord	2/4	3	1	1/4		1/4	1	376													
33	32	179/2	179/2	0.5	1/4	1/4	Chord	2/4	3	1	1/8		1/8	1	377										49			
33	32	90	90	0.5	3/8	3/8	Chord	2/4	3	1	1/8		1/8	1	378													
34	33	181/2	181/2	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	379	an												
34	33	363/4	363/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	380													
34	33	91	91	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	381	den												
34	33	183/2	183/2	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	382	Fens-												
34	33	92	92	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	383	-ster-												
34	33	363/4	363/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	384										50			
34	33	91	91	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	385													
34	33	367/4	367/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	386										51			
34	33	92	92	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	387													
34	33	181/2	181/2	1.0	0	0	Chord	2/4	3	1	1/4		1/4	1	388													
34	33	183/2	183/2	0.5	1/4	1/4	Chord	2/4	3	1	1/8		1/8	1	389			articStaccatoAbove							52			
34	33	92	92	0.5	3/8	3/8	Chord	2/4	3	1	1/8		1/8	1	390			articStaccatoAbove										
35	34	185/2	185/2	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	391	-schei-												
35	34	187/2	187/2	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	392	-ben,												
35	34	94	94	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	393	wer												
35	34	371/4	371/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	394										53			
35	34	93	93	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	395													
35	34	375/4	375/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	396										54			
35	34	94	94	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	397													
35	34	185/2	185/2	1.0	0	0	Chord	2/4	3	1	1/4		1/4	1	398													
35	34	187/2	187/2	0.5	1/4	1/4	Chord	2/4	3	1	1/8		1/8	1	399			articStaccatoAbove							55			
35	34	94	94	0.5	3/8	3/8	Chord	2/4	3	1	1/8		1/8	1	400			articStaccatoAbove										
36	35	189/2	189/2	0.0	0	0	Chord	2/4	1	1	0	grace16	1/16	1	401													
36	35	189/2	189/2	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	402	mal-												
36	35	95	95	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	403	-te												
36	35	381/4	381/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	404	die												
36	35	191/2	191/2	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	405	Blät-												
36	35	96	96	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	406	-ter												
36	35	379/4	379/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	407										56			
36	35	95	95	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	408													
36	35	383/4	383/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	409										57			
36	35	96	96	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	410													
36	35	189/2	189/2	1.0	0	0	Chord	2/4	3	1	1/4		1/4	1	411													
36	35	191/2	191/2	0.5	1/4	1/4	Chord	2/4	3	1	1/8		1/8	1	412			articAccentStaccatoAbove							58			
36	35	96	96	0.5	3/8	3/8	Chord	2/4	3	1	1/8		1/8	1	413			articStaccatoAbove										
37	36	193/2	193/2	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	414	da?												
37	36	98	98	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	415	Ihr												
37	36	387/4	387/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	416										59			
37	36	97	97	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	417													
37	36	391/4	391/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	418										60			
37	36	98	98	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	419													
37	36	193/2	193/2	1.0	0	0	Chord	2/4	3	1	1/4		1/4	1	420													
37	36	195/2	195/2	1.0	1/4	1/4	Chord	2/4	3	1	1/4		1/4	1	421													
38	37	197/2	197/2	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	422	lacht												
38	37	395/4	395/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	423													
38	37	99	99	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	424	wohl												
38	37	199/2	199/2	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	425	ü-												
38	37	100	100	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	426	-ber												
38	37	401/4	401/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	427	den												
38	37	197/2	197/2	0.0	0	0	Dynamic	2/4	2	1	0						pp											
38	37	395/4	395/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	428										61			
38	37	99	99	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	429													
38	37	399/4	399/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	430										62			
38	37	100	100	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	431													
38	37	197/2	197/2	1.0	0	0	Chord	2/4	3	1	1/4		1/4	1	432													
38	37	199/2	199/2	1.0	1/4	1/4	Chord	2/4	3	1	1/4		1/4	1	433													
39	38	201/2	201/2	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	434	Träu-												
39	38	101	101	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	435	-mer,												
39	38	102	102	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	436	der												
39	38	201/2	201/2	0.0	0	0	Spanner	2/4	2	1	0															0		
39	38	403/4	403/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	437										63	0		
39	38	101	101	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	438											0		
39	38	407/4	407/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	439										64	0		
39	38	102	102	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	440											0		
39	38	201/2	201/2	1.0	0	0	Chord	2/4	3	1	1/4		1/4	1	441													
39	38	203/2	203/2	1.0	1/4	1/4	Chord	2/4	3	1	1/4		1/4	1	442													
40	39	205/2	205/2	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	443	Blu-												
40	39	103	103	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	444	-men												
40	39	413/4	413/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	445	im												
40	39	207/2	207/2	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	446	Win-												
40	39	104	104	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	447	-ter												
40	39	205/2	205/2	0.0	0	0	Spanner	2/4	2	1	0																	
40	39	411/4	411/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	448										65			
40	39	103	103	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	449													
40	39	415/4	415/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	450										66			
40	39	104	104	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	451													
40	39	205/2	205/2	1.0	0	0	Chord	2/4	3	1	1/4		1/4	1	452													
40	39	207/2	207/2	1.0	1/4	1/4	Chord	2/4	3	1	1/4		1/4	1	453													
41	40	209/2	209/2	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	454	sah,												
41	40	106	106	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	455	der												
41	40	419/4	419/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	456										67			
41	40	105	105	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	457													
41	40	423/4	423/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	458										68			
41	40	106	106	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	459													
41	40	209/2	209/2	1.0	0	0	Chord	2/4	3	1	1/4		1/4	1	460													
41	40	211/2	211/2	1.0	1/4	1/4	Chord	2/4	3	1	1/4		1/4	1	461													
42	41	213/2	213/2	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	462	Blu-												
42	41	107	107	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	463	-men												
42	41	429/4	429/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	464	im												
42	41	215/2	215/2	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	465	Win-												
42	41	108	108	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	466	-ter												
42	41	427/4	427/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	467										69			
42	41	107	107	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	468										69			
42	41	429/4	429/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	469										69			
42	41	215/2	215/2	0.0	1/4	1/4	Spanner	2/4	2	1	0																	0
42	41	215/2	215/2	0.0	1/4	1/4	Spanner	2/4	2	1	0																5	0
42	41	215/2	215/2	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	470										70		5	0
42	41	108	108	0.0	3/8	3/8	Spanner	2/4	2	1	0																	
42	41	108	108	0.0	3/8	3/8	Spanner	2/4	2	1	0																	
42	41	108	108	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	471													
42	41	213/2	213/2	1.0	0	0	Chord	2/4	3	1	1/4		1/4	1	472										71			
42	41	215/2	215/2	1.0	1/4	1/4	Chord	2/4	3	1	1/4		1/4	1	473													
43	42	217/2	217/2	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	474	sah?												
43	42	217/2	217/2	1.0	0	0	Chord	2/4	2	1	1/4		1/4	1	475													
43	42	439/4	439/4	0.0	5/16	5/16	Spanner	2/4	2	1	0															1		
43	42	439/4	439/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	476										72	1		
43	42	110	110	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	477											1		
43	42	217/2	217/2	1.0	0	0	Chord	2/4	3	1	1/4		1/4	1	478													
43	42	219/2	219/2	1.0	1/4	1/4	Chord	2/4	3	1	1/4		1/4	1	479			articStaccatoBelow										
44	43	221/2	221/2	0.0	0	0	Spanner	2/4	2	1	0																	
44	43	443/4	443/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	480										73			
44	43	111	111	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	481													
44	43	447/4	447/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	482										74			
44	43	112	112	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	483													
44	43	221/2	221/2	1.0	0	0	Chord	2/4	3	1	1/4		1/4	1	484			articStaccatoBelow										
44	43	223/2	223/2	1.0	1/4	1/4	Chord	2/4	3	1	1/4		1/4	1	485			articStaccatoBelow										
45	44	113	113	0.5	1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	486			articStaccatoBelow							75			
45	44	227/2	227/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	487			articStaccatoBelow							75			
45	44	114	114	0.5	3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	488			articStaccatoBelow							75			
45	44	229/2	229/2	0.5	1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	489			articStaccatoBelow							75			
45	44	115	115	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	490			articStaccatoBelow										
45	44	225/2	225/2	2.0	0	0	Chord	6/8	3	1	1/2		1/2	1	491													
45	44	229/2	229/2	1.0	1/2	1/2	Chord	6/8	3	1	1/4		1/4	1	492													
46	45	231/2	231/2	0.0	0	0	Dynamic	6/8	2	1	0						pp											
46	45	231/2	231/2	0.75	0	0	Chord	6/8	2	1	3/16		1/8	3/2	493										76			
46	45	465/4	465/4	0.25	3/16	3/16	Chord	6/8	2	1	1/16		1/16	1	494										76			
46	45	233/2	233/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	495													
46	45	117	117	0.0	3/8	3/8	Chord	6/8	2	1	0	grace16	1/16	1	496													
46	45	117	117	1.0	3/8	3/8	Chord	6/8	2	1	1/4		1/4	1	497													
46	45	118	118	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	498													
46	45	231/2	231/2	0.5	0	0	Chord	6/8	3	1	1/8		1/8	1	499										77			
46	45	116	116	0.5	1/8	1/8	Chord	6/8	3	1	1/8		1/8	1	500													
46	45	233/2	233/2	0.5	1/4	1/4	Chord	6/8	3	1	1/8		1/8	1	501			articStaccatoBelow										
46	45	117	117	0.5	3/8	3/8	Chord	6/8	3	1	1/8		1/8	1	502										78			
46	45	235/2	235/2	0.5	1/2	1/2	Chord	6/8	3	1	1/8		1/8	1	503													
46	45	118	118	0.5	5/8	5/8	Chord	6/8	3	1	1/8		1/8	1	504			articStaccatoBelow										
47	46	237/2	237/2	1.0	0	0	Chord	6/8	2	1	1/4		1/4	1	505										79			
47	46	239/2	239/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	506													
47	46	121	121	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	507													
47	46	237/2	237/2	0.5	0	0	Chord	6/8	3	1	1/8		1/8	1	508										80			
47	46	119	119	0.5	1/8	1/8	Chord	6/8	3	1	1/8		1/8	1	509													
47	46	239/2	239/2	0.5	1/4	1/4	Chord	6/8	3	1	1/8		1/8	1	510			articStaccatoBelow										
47	46	120	120	0.5	3/8	3/8	Chord	6/8	3	1	1/8		1/8	1	511										81			
47	46	241/2	241/2	0.5	1/2	1/2	Chord	6/8	3	1	1/8		1/8	1	512													
47	46	121	121	0.5	5/8	5/8	Chord	6/8	3	1	1/8		1/8	1	513			articStaccatoBelow										
48	47	243/2	243/2	0.75	0	0	Chord	6/8	2	1	3/16		1/8	3/2	514			ornamentShortTrill										
48	47	489/4	489/4	0.25	3/16	3/16	Chord	6/8	2	1	1/16		1/16	1	515													
48	47	245/2	245/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	516													
48	47	123	123	0.5	3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	517			ornamentShortTrill										
48	47	247/2	247/2	0.25	1/2	1/2	Chord	6/8	2	1	1/16		1/16	1	518													
48	47	495/4	495/4	0.25	9/16	9/16	Chord	6/8	2	1	1/16		1/16	1	519													
48	47	124	124	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	520													
48	47	243/2	243/2	0.5	0	0	Chord	6/8	3	1	1/8		1/8	1	521										82			
48	47	122	122	0.5	1/8	1/8	Chord	6/8	3	1	1/8		1/8	1	522													
48	47	245/2	245/2	0.5	1/4	1/4	Chord	6/8	3	1	1/8		1/8	1	523			articStaccatoBelow										
48	47	123	123	0.5	3/8	3/8	Chord	6/8	3	1	1/8		1/8	1	524										83			
48	47	247/2	247/2	0.5	1/2	1/2	Chord	6/8	3	1	1/8		1/8	1	525													
48	47	124	124	0.5	5/8	5/8	Chord	6/8	3	1	1/8		1/8	1	526			articStaccatoBelow										
49	48	127	127	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	527	Ich												
49	48	249/2	249/2	1.0	0	0	Chord	6/8	2	1	1/4		1/4	1	528													
49	48	249/2	249/2	0.5	0	0	Chord	6/8	3	1	1/8		1/8	1	529										84			
